ts,stage,pod,cpu_millicores,mem_mib
2026-09-22T22:38:12.440Z,50vu,lt-invoicerr-api-568b7648c-24gbp,23,530
2026-09-22T22:38:12.440Z,50vu,lt-invoicerr-api-568b7648c-vb5hs,2,518
2026-09-22T22:38:12.440Z,50vu,lt-invoicerr-api-568b7648c-vp8cd,2,496
2026-09-22T22:38:12.440Z,50vu,lt-invoicerr-ocr-67dfc6f76c-bmg4s,1,13
2026-09-22T22:38:12.440Z,50vu,lt-invoicerr-postgres-6f67654f68-wdtrt,24,45
2026-09-22T22:38:12.440Z,50vu,lt-invoicerr-redis-64c5d7869-8clhh,9,10
2026-09-22T22:38:12.440Z,50vu,lt-invoicerr-worker-69b596b5f6-bqvmg,2,460
2026-09-22T22:38:12.440Z,50vu,lt-invoicerr-worker-69b596b5f6-dn4c9,3,429
2026-09-22T22:38:12.440Z,50vu,lt-invoicerr-worker-69b596b5f6-xpg25,2,556
2026-09-22T22:38:12.440Z,50vu,mailpit-dd68cc87d-kgkrb,1,5
2026-09-22T22:38:28.095Z,50vu,lt-invoicerr-api-568b7648c-24gbp,53,532
2026-09-22T22:38:28.095Z,50vu,lt-invoicerr-api-568b7648c-vb5hs,2,518
2026-09-22T22:38:28.095Z,50vu,lt-invoicerr-api-568b7648c-vp8cd,2,496
2026-09-22T22:38:28.095Z,50vu,lt-invoicerr-ocr-67dfc6f76c-bmg4s,1,13
2026-09-22T22:38:28.095Z,50vu,lt-invoicerr-postgres-6f67654f68-wdtrt,24,45
2026-09-22T22:38:28.095Z,50vu,lt-invoicerr-redis-64c5d7869-8clhh,8,10
2026-09-22T22:38:28.095Z,50vu,lt-invoicerr-worker-69b596b5f6-bqvmg,4,460
2026-09-22T22:38:28.095Z,50vu,lt-invoicerr-worker-69b596b5f6-dn4c9,2,429
2026-09-22T22:38:28.095Z,50vu,lt-invoicerr-worker-69b596b5f6-xpg25,3,556
2026-09-22T22:38:28.095Z,50vu,mailpit-dd68cc87d-kgkrb,0,5
2026-09-22T22:38:43.888Z,50vu,lt-invoicerr-api-568b7648c-24gbp,778,575
2026-09-22T22:38:43.888Z,50vu,lt-invoicerr-api-568b7648c-vb5hs,945,633
